,date,sentiment_score
268,2013-12-14,-0.94538915
269,2013-12-14,-0.9996713
270,2014-12-10,-0.027435998
271,2013-12-15,-0.7627382
272,2013-12-15,-0.99852467
273,2014-12-10,-0.9997369
274,2013-12-16,0.00027378334
275,2013-12-16,0.99928284
276,2013-12-16,0.99928284
277,2013-12-16,-0.90599924
278,2013-12-17,-0.009435538
279,2013-12-17,-0.009435538
280,2013-12-17,-0.9738077
281,2014-12-11,-0.14556381
282,2013-12-17,-0.9738077
283,2013-12-17,0.89448696
284,2013-12-17,0.89448696
285,2013-12-17,-0.9999326
286,2014-12-11,-0.99984574
287,2013-12-17,-0.99730736
288,2014-12-11,-0.9964149
289,2013-12-17,-8.438343e-07
290,2013-12-17,-8.438339e-07
291,2013-12-17,-0.9808182
292,2013-12-17,-0.9808182
293,2013-12-17,-0.99591434
294,2013-12-17,-0.99591434
295,2013-12-17,-0.98489463
296,2013-12-18,-0.8993132
297,2013-12-18,-0.99600434
298,2013-12-18,0.72267103
299,2013-12-18,0.72267103
300,2013-12-18,-0.9969825
301,2013-12-18,-0.003877195
302,2013-12-18,-0.9997291
303,2013-12-18,-0.9997291
304,2013-12-18,-0.99461067
305,2013-12-18,-0.99461067
306,2014-12-12,-0.9994136
307,2013-12-18,0.9999045
308,2013-12-18,-0.99870384
309,2013-12-18,-0.99870384
310,2013-12-18,-0.92044073
311,2013-12-18,0.9998167
312,2013-12-18,-0.931242
313,2013-12-18,-0.931242
314,2013-12-18,-0.19173926
315,2014-12-15,-0.003328744
316,2015-09-28,-2.1399353e-05
317,2015-09-29,-0.9889051
318,2013-12-19,-0.9899195
319,2013-12-19,-0.99994373
320,2013-12-19,-0.9999659
321,2014-12-15,-0.9910238
322,2014-12-16,-0.99992746
323,2015-09-30,-5.444688e-07
324,2013-12-20,-0.99987596
325,2013-12-20,-0.9989158
326,2013-12-21,-0.9974849
327,2014-12-16,-2.0293497e-07
328,2014-12-16,0.831089
329,2013-12-22,-0.9997145
330,2013-12-22,-0.9997145
331,2013-12-23,-4.046736e-08
332,2013-12-23,-0.9997876
333,2013-12-23,-0.9997876
334,2013-12-23,-0.99891657
335,2014-12-17,-0.99990046
336,2013-12-23,-0.96693784
337,2013-12-23,-0.998804
338,2014-12-17,-0.99646264
339,2014-12-17,-0.99315715
340,2013-12-24,-0.99967414
341,2015-10-01,-0.9960471
342,2014-12-17,-0.9983243
343,2013-12-24,-0.9991233
344,2013-12-24,0.9989599
345,2013-12-24,-0.99884975
346,2015-10-01,-0.99585086
347,2015-10-02,0.99984574
348,2015-10-02,-0.99934906
349,2013-12-26,-0.99950904
350,2013-12-26,0.99999803
351,2013-12-26,0.99999803
352,2013-12-26,-0.80927724
353,2014-12-18,-0.011396409
354,2013-12-27,-0.9985412
355,2013-12-27,-0.9985412
356,2015-10-04,0.98365784
357,2015-10-04,0.98365784
358,2013-12-27,-0.9892852
359,2013-12-27,-0.9892852
360,2015-10-05,-0.9999376
361,2015-10-05,-0.2013646
362,2015-10-05,-0.9999935
363,2013-12-27,-0.025589615
364,2014-12-19,0.98713356
365,2015-10-05,-0.99624443
366,2014-12-19,-0.99983007
367,2014-12-19,-0.9999741
368,2013-12-30,-0.7226365
369,2014-12-19,-0.9994245
370,2013-12-30,-0.9979981
371,2013-12-30,-0.9997203
372,2014-12-20,-0.99988836
373,2013-12-30,-0.6017977
374,2013-12-30,-0.60179764
375,2015-10-06,-0.99919486
376,2013-12-30,-0.99999154
377,2014-12-21,-0.9998223
378,2013-12-30,-0.99999154
379,2014-12-22,-0.9409861
380,2014-12-22,-0.9998098
381,2014-12-22,0.19818228
382,2014-12-22,-0.7346439
383,2014-12-22,-0.31218126
384,2013-12-31,-0.9998448
385,2013-12-31,-0.963948
386,2013-12-31,-0.963948
387,2013-12-31,-0.96459466
388,2014-12-22,-0.9845221
389,2015-10-07,-0.9970826
390,2014-01-02,-0.95129
391,2014-01-02,-0.37532362
392,2015-10-07,-0.9998275
393,2014-01-02,-0.9999103
394,2014-01-02,-0.7705154
395,2014-12-23,-0.95667756
396,2014-12-23,-2.1391058e-09
397,2014-12-23,-0.9995249
398,2014-12-23,-0.07170358
399,2014-12-23,-0.9986123
400,2014-12-23,-0.9998992
401,2014-12-23,-0.9997551
402,2014-12-24,-0.9999716
403,2014-12-24,-0.9998347
404,2015-10-08,-0.9983791
405,2014-12-24,-0.9989994
406,2014-12-24,-0.80330944
407,2014-01-05,-0.9999228
408,2014-01-05,-0.8884084
409,2014-12-26,-0.99709225
410,2015-10-09,0.9999198
411,2014-12-26,-0.99918896
412,2014-01-06,-0.67249
413,2014-01-06,-0.9995458
414,2014-01-06,-0.99977696
415,2015-10-12,-0.99999523
416,2014-01-07,-0.99987435
417,2014-12-29,0.8932823
418,2014-12-29,-0.3779032
419,2014-12-29,-0.8114705
420,2014-12-29,-0.9978061
421,2014-12-29,-0.9984146
422,2014-01-07,-0.96476686
423,2015-10-13,-0.4619623
424,2014-12-30,-0.9996963
425,2014-12-30,-0.99997056
426,2014-12-30,-0.38007367
427,2014-01-08,-0.9931447
428,2014-01-08,-0.7133666
429,2014-01-08,-0.9969825
430,2014-12-30,-0.9991911
431,2014-01-08,-0.99793255
432,2014-12-31,-0.9998512
433,2014-12-31,-0.99992555
434,2014-01-08,-0.99996895
435,2014-01-08,-0.9996741
436,2014-01-08,-0.9996741
437,2014-01-08,-0.98924714
438,2014-12-31,-0.99969554
439,2014-12-31,0.9991909
440,2014-12-31,0.9991909
441,2014-01-09,-0.00016141289
442,2014-01-09,-0.00016141256
443,2015-01-02,-0.6334241
444,2015-01-02,-0.0027392781
445,2014-01-10,-0.9832537
446,2015-01-02,-0.96861047
447,2015-10-15,-0.9996123
448,2015-10-15,-0.9765377
449,2014-01-10,0.9993836
450,2014-01-10,0.9993836
451,2015-01-02,-0.9966984
452,2014-01-10,-0.73192614
453,2015-01-03,-0.9995543
454,2014-01-10,-0.9702636
455,2014-01-10,-0.9702636
456,2015-01-04,-0.99769896
457,2015-01-05,-0.53286797
458,2012-08-22,-0.8242965
459,2015-01-05,-0.9984146
460,2014-01-11,-0.9993857
461,2014-01-11,-0.9993857
462,2015-01-05,-0.88455933
463,2015-01-05,-0.9967647
464,2015-10-16,-0.99996555
465,2015-10-16,-0.9329563
466,2014-01-12,-0.985725
467,2014-01-12,-0.985725
468,2014-01-13,-0.99998903
469,2015-01-05,-0.99983656
470,2014-01-13,-0.99998903
471,2015-01-05,-0.99746704
472,2015-01-05,-0.9968619
473,2015-01-05,-0.9931019
474,2015-01-05,-0.99992156
475,2014-01-13,-0.9974125
476,2014-01-13,-0.9974125
477,2014-01-13,0.99778587
478,2014-01-13,-0.9882883
479,2014-01-13,-0.9882883
480,2015-01-05,-0.26397383
481,2014-01-13,-0.98477405
482,2014-01-13,-0.98477405
483,2014-01-13,-0.9428526
484,2015-01-05,-0.9546588
485,2015-01-06,0.9710991
486,2015-01-06,0.9982923
487,2015-01-06,-0.9961546
488,2014-01-13,-0.9999748
489,2015-01-06,-0.98600703
490,2014-01-13,-0.9999748
491,2015-01-06,0.70103824
492,2015-01-06,0.7010381
493,2014-01-14,-0.00017254933
494,2014-01-14,-0.00017254917
495,2015-01-06,0.8871988
496,2014-01-14,-0.9999794
497,2014-01-14,-0.9999794
498,2014-01-14,-0.9996206
499,2014-01-14,-0.9996206
500,2015-01-07,-0.9997933
501,2015-01-07,-0.99213296
502,2014-01-14,-0.9999823
503,2014-01-14,-0.9999823
504,2014-01-14,-0.9999823
505,2015-01-07,-0.99977386
506,2014-01-15,-0.9997369
507,2015-01-07,-0.9967032
508,2015-10-21,-0.98919696
509,2015-01-07,-0.9976337
510,2014-01-15,-0.9983556
511,2015-10-21,-0.00024432846
512,2015-01-08,-0.016547497
513,2015-01-08,-0.99987006
514,2015-10-22,-0.99996465
515,2015-10-22,-0.5551302
516,2014-01-16,-0.99936736
517,2015-01-08,-0.9997608
518,2012-09-07,-0.37150455
519,2012-09-07,-0.37150434
520,2015-01-08,-0.99910426
521,2014-01-17,-0.99697024
522,2014-01-17,-0.99697024
523,2014-01-17,-0.999896
524,2014-01-17,-0.0001331127
525,2014-01-17,-0.9384005
526,2015-01-09,-0.99897915
527,2015-01-09,-0.9999323
528,2014-01-17,-0.99893266
529,2015-01-09,-0.9999323
530,2015-01-09,-0.9999323
531,2014-01-18,-0.9864569
532,2014-01-18,-0.99989855
533,2014-01-19,-0.99893266
534,2014-01-19,-0.99893266
535,2014-01-19,-0.9999847
536,2014-01-20,-0.999078
537,2014-01-20,-0.999078
538,2016-08-02,-0.999111
539,2016-08-02,-0.99988884
540,2016-08-02,-0.99988884
541,2016-08-02,-0.99988884
542,2016-08-02,-0.99988884
543,2015-01-09,-0.99997276
544,2015-10-26,-0.9999519
545,2014-01-20,-0.99918187
546,2014-01-20,-0.98596644
547,2014-01-21,-0.99711466
548,2015-01-09,-0.9994136
549,2016-08-02,-0.999671
550,2016-08-02,-0.999671
551,2014-01-21,-0.9999866
552,2014-01-21,-0.9948641
553,2016-08-03,-0.9989587
554,2016-08-03,-0.99985915
555,2016-08-03,-0.99637043
556,2016-08-03,-0.99637043
557,2016-08-03,0.99992764
558,2016-08-03,-0.999671
559,2014-01-21,-0.9993012
560,2015-01-12,-0.04329933
561,2016-08-03,-0.93033266
562,2016-08-03,0.86121154
563,2016-08-03,0.8612118
564,2014-01-21,-0.1267628
565,2016-08-03,0.8612118
566,2016-08-03,0.86121154
567,2016-08-03,0.8612118
568,2016-08-03,-0.9935897
569,2014-01-21,-0.9862585
570,2014-01-21,-0.9862585
571,2016-08-03,0.9999816
572,2016-08-03,-0.5963835
573,2014-01-22,-0.99972606
574,2014-01-22,-0.99972606
575,2014-01-22,-0.99972606
576,2016-08-03,-0.999762
577,2015-10-27,-0.99960655
578,2016-08-03,-0.9900392
579,2015-01-12,-0.07293641
580,2014-01-22,-0.9999076
581,2016-08-03,-0.99990755
582,2015-10-27,-0.9981312
583,2016-08-03,-0.9999681
584,2015-10-27,-0.9998985
585,2014-01-23,-0.0008380116
586,2014-01-23,-0.000838012
587,2015-10-28,-0.8642978
588,2015-10-28,-0.0073296423
589,2015-01-13,-0.9900388
590,2015-10-28,0.8868624
591,2016-08-03,-0.9966459
592,2014-01-23,-0.9963722
593,2016-08-03,-0.999995
594,2016-08-03,-0.9999931
595,2015-01-13,-0.9998438
596,2016-08-04,-0.9756186
597,2016-08-04,0.82381773
598,2015-10-28,0.99999535
599,2015-10-28,-0.9613006
600,2015-01-13,-0.9999025
601,2014-01-24,-0.84593403
602,2014-01-24,-0.84593403
603,2014-01-24,-0.9989205
604,2014-01-24,-0.9989205
605,2014-01-24,-0.99999535
606,2015-10-28,-0.9435366
607,2015-01-14,-0.9994305
608,2016-08-04,-0.4149842
609,2016-08-04,0.22601345
610,2014-01-24,-0.9982325
611,2014-01-24,-0.9982325
612,2016-08-04,-0.15221363
613,2015-01-14,0.99998546
614,2015-01-14,-0.38104504
615,2015-01-14,0.4569003
616,2015-01-14,0.9999644
617,2016-08-04,-0.9989706
618,2016-08-05,-0.6533373
619,2016-08-05,-0.9518034
620,2016-08-05,-0.95180345
621,2014-01-27,-0.99987084
622,2014-01-27,-0.99987084
623,2015-10-30,-0.9996554
624,2014-01-27,-0.9938387
625,2014-01-27,-0.10249292
626,2014-01-27,-1.5077769e-05
627,2014-01-27,-0.40866944
628,2014-01-27,-0.24516428
629,2014-01-27,-0.99989086
630,2014-01-27,-0.99989086
631,2015-01-15,-0.9999017
632,2015-10-30,-0.20999599
633,2016-08-05,-0.9989685
634,2014-01-27,-0.9995691
635,2016-08-05,-0.99997276
636,2014-01-27,-0.9412093
637,2014-01-27,-0.9412093
638,2014-01-27,-0.9412093
639,2016-08-05,-0.99971855
640,2015-01-15,-0.9997075
641,2014-01-28,-0.99642134
642,2015-10-31,-0.9829884
643,2015-01-15,-0.99982446
644,2014-01-28,-0.9971765
645,2015-01-15,-0.9302455
646,2015-11-01,-0.999995
647,2016-08-05,0.9999702
648,2014-01-28,-0.99339956
649,2014-01-28,-0.96589506
650,2015-01-15,-0.119214684
651,2014-01-28,-0.99647367
652,2014-01-28,0.9954772
653,2015-11-02,0.99998736
654,2016-08-07,0.8946106
655,2015-11-02,-8.693062e-06
656,2014-01-29,-0.9999366
657,2016-08-08,0.94902396
658,2015-11-03,-0.99997306
659,2015-01-16,0.00017331401
660,2014-01-29,-0.99995357
661,2014-01-29,-0.99107105
662,2014-01-29,-0.99875027
663,2014-01-29,-0.9475291
664,2015-01-16,-0.9934507
665,2014-01-29,-0.99157655
666,2016-08-08,0.8946106
667,2015-01-16,-0.9992744
668,2015-01-16,-0.013059586
669,2015-11-03,-0.54299444
670,2015-01-17,-0.9994765
671,2016-08-08,-0.9983247
672,2015-01-18,0.99986154
673,2015-11-03,-0.9988643
674,2015-01-19,-0.98267305
675,2015-01-19,-0.76824623
676,2015-11-04,-0.9935897
677,2014-01-30,-0.99237233
678,2014-01-30,0.95824146
679,2014-01-30,-0.99985397
680,2015-11-04,0.10848818
681,2014-01-30,5.5572616e-07
682,2014-01-30,-0.9996424
683,2016-08-09,-0.94308007
684,2016-08-09,-0.9998103
685,2014-01-31,-0.9997037
686,2014-01-31,-0.99857706
687,2014-01-31,-0.8989954
688,2015-11-04,-0.39864686
689,2015-01-20,-0.9984146
690,2015-11-05,-0.9988343
691,2015-01-20,-0.9999227
692,2014-02-01,-0.4777355
693,2016-08-09,-0.9919259
694,2015-01-20,-0.9839982
695,2014-02-02,-0.999593
696,2015-11-05,-0.9803329
697,2015-01-20,-0.99949735
698,2014-02-03,-0.9999442
699,2015-11-05,-0.9981837
700,2015-11-05,-0.9969325
701,2015-01-20,-0.9994377
702,2015-01-20,-0.9997094
703,2015-01-20,-0.99867207
704,2015-11-05,-0.99960667
705,2015-01-20,-2.866172e-06
706,2015-01-20,0.0001733141
707,2015-01-21,-0.9999286
708,2014-02-03,0.019040287
709,2015-11-06,-2.8630927e-07
710,2016-08-10,-0.9995255
711,2015-01-21,-0.9996089
712,2014-02-04,-0.41685104
713,2015-01-21,-0.9993451
714,2015-01-21,-0.99987966
715,2015-01-21,-0.99141157
716,2015-01-21,-0.9613305
717,2014-02-04,-0.9997837
718,2014-02-04,-0.9980912
719,2014-02-04,-0.98897463
720,2015-11-08,-0.9998536
721,2014-02-05,-0.9947581
722,2015-11-09,-0.9996555
723,2015-01-22,-8.196091e-06
724,2014-02-05,-0.9996651
725,2015-11-09,-0.94839686
726,2015-01-22,-0.9884381
727,2016-08-11,-0.9932144
728,2015-01-22,-0.9999056
729,2014-02-05,0.9460287
730,2015-11-09,-0.99997103
731,2015-01-22,-0.9997631
732,2015-11-10,-0.99997103
733,2015-01-22,-0.9760471
734,2014-02-06,-0.9997502
735,2014-02-06,-0.9996903
736,2014-02-06,-0.6246689
737,2015-01-22,0.049322207
738,2015-01-23,-0.999218
739,2015-01-23,-0.9999054
740,2015-01-23,-0.9999054
741,2015-01-23,-0.9995353
742,2014-02-07,-0.9908909
743,2014-02-07,-0.9991367
744,2014-02-07,-0.9998627
745,2014-02-07,-0.9998627
746,2014-02-07,-0.87630063
747,2014-02-07,-0.8763007
748,2014-02-07,-0.99977654
749,2015-01-23,-0.99987423
750,2015-01-23,-0.99942225
751,2015-01-23,-0.9995236
752,2014-02-07,-0.9999172
753,2016-08-14,-0.99876595
754,2014-02-08,-0.9999856
755,2015-01-23,-0.9994136
756,2016-08-14,0.19387916
757,2015-01-23,-0.7772398
758,2014-02-09,-0.9943012
759,2014-02-09,-0.9943012
760,2014-02-09,0.96408796
761,2014-02-09,0.96408796
762,2016-08-15,-0.9863239
763,2016-08-15,-0.9863239
764,2016-08-15,-0.9998709
765,2016-08-15,-0.9863239
766,2016-08-15,-0.9863239
767,2015-01-25,-0.9991673
768,2016-08-15,-0.9863239
769,2016-08-15,-0.9863239
770,2014-02-10,0.99240273
771,2014-02-10,-0.9969825
772,2015-11-13,-0.96840554
773,2015-11-13,-0.9684056
774,2014-02-10,-0.0023570633
775,2014-02-10,0.91020495
776,2014-02-10,0.9102049
777,2014-02-10,-0.053794466
778,2014-02-10,-0.99991757
779,2014-02-10,-0.9997624
780,2015-01-26,-0.9991364
781,2016-08-15,-0.99868196
782,2015-01-26,-0.99594736
783,2014-02-10,0.9535152
784,2014-02-10,0.9535152
785,2014-02-10,0.9535152
786,2015-01-26,0.8799055
787,2014-02-11,0.9535152
788,2014-02-11,-0.80569375
789,2015-11-13,-0.99969834
790,2015-11-13,-0.99969834
791,2014-02-11,-0.9994242
792,2014-02-11,0.9535152
793,2014-02-11,0.9535152
794,2014-02-11,-0.99822694
795,2015-01-26,-0.9991931
796,2015-01-26,-0.9991931
797,2016-08-15,-0.97262293
798,2016-08-15,-0.97262293
799,2016-08-15,-0.97262293
800,2016-08-15,-0.97262293
801,2016-08-16,-0.97262293
802,2014-02-11,-0.7193017
803,2015-01-27,0.91844827
804,2016-08-16,-0.05115378
805,2014-02-11,-0.9999855
806,2016-08-16,-0.9968226
807,2014-02-12,-0.9999855
808,2014-02-12,0.9989781
809,2014-02-12,0.9989781
810,2015-11-16,-1.001913e-09
811,2014-02-12,-0.9969825
812,2016-08-16,-0.99793595
813,2014-02-12,-0.9942765
814,2014-02-12,-0.9942765
815,2015-01-27,-0.99896634
816,2015-11-16,0.98753285
817,2014-02-12,-0.92443043
818,2015-11-16,-0.9992744
819,2014-02-12,-5.9019385e-07
820,2014-02-12,-5.902011e-07
821,2014-02-12,-5.9019385e-07
822,2015-01-27,-0.9983067
823,2014-02-12,-0.9933183
824,2014-02-12,-0.8244226
825,2014-02-12,0.9998975
826,2014-02-12,0.9998975
827,2014-02-13,-0.0030247527
828,2014-02-13,-0.9748356
829,2014-02-13,-0.999958
830,2012-10-29,-0.99978614
831,2017-05-05,-0.9991119
832,2014-02-13,-0.99928474
833,2015-01-28,-0.31125233
834,2016-08-17,-0.99967635
835,2015-01-28,-0.0006917467
836,2014-02-13,-0.5857677
837,2017-05-05,-0.0002405413
838,2017-05-06,-0.9725543
839,2017-05-06,-0.99353004
840,2017-05-06,0.9998099
841,2014-02-14,-0.91626424
842,2014-02-14,-0.74706125
843,2014-02-14,-0.9991134
844,2014-02-14,-0.84915096
845,2017-05-08,0.28096586
846,2015-11-19,-0.9989182
847,2014-02-14,-0.99349284
848,2015-01-29,-0.9986531
849,2016-08-18,-0.9959894
850,2015-11-19,0.95680916
851,2017-05-08,-0.99987704
852,2014-02-14,0.9779566
853,2014-02-14,3.534324e-05
854,2014-02-16,0.44636938
855,2014-02-16,-0.9262132
856,2014-02-17,-0.9998664
857,2015-01-29,-0.99928176
858,2014-02-17,-0.99978197
859,2014-02-17,-0.9635487
860,2014-02-17,-0.99850434
861,2014-02-17,-0.99850434
862,2015-01-29,-0.99938774
863,2015-11-20,0.98721737
864,2017-05-09,-0.9935897
865,2015-01-29,-0.9992875
866,2014-02-17,0.8594576
867,2014-02-17,0.8594576
868,2014-02-18,0.9900163
869,2015-01-29,-0.7832141
870,2014-02-18,-0.9999953
871,2014-02-18,-0.99969876
872,2017-05-09,0.0006887079
873,2014-02-18,-0.39674616
874,2017-05-09,0.99658644
875,2017-05-09,-0.9967459
876,2017-05-09,-0.9620286
